hhid,zone,state,lga,settlement,_geo_latitude,_geo_longitude,tot_population,med_temperature,med_precipitation,med_awi,med_spending,urca_2,urca_3,urca_4,urca_5,urca_6,urca_7,urca_9,urca_10,urca_11,urca_12,urca_13,urca_16,urca_18,electrification_prop_ti
6f1e9fa0-60ad-4ed7-9531-12d424a272e0,North West,Kano,ungogo,Kududdufawa,12.0428266,8.4455519,18654.962890625,300.04254150390625,0.001146855414845,0.8156882142761566,3.1020324797825483,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7692307692307693
46f88845-f08f-44b8-8fc4-1cd04056f854,North West,Kano,ungogo,Kududdufawa,12.0422615,8.4455785,18283.908203125,300.04254150390625,0.001146855414845,0.8156882142761566,3.1020324797825483,False,False,False,False,False,False,True,False,False,False,False,False,False,0.75
8872205c-7d2f-4511-be26-cc032c26e0af,North West,Kano,ungogo,Kududdufawa,12.0419432,8.445367,17680.0390625,300.04254150390625,0.0011670461390167,0.8156882142761566,3.1020324797825483,False,False,False,False,False,False,True,False,False,False,False,False,False,0.75
6ff59400-eca6-4c06-b555-773dc756206b,North West,Kano,ungogo,Kududdufawa,12.0415729,8.4455841,17848.015625,300.04254150390625,0.0011670461390167,0.8156882142761566,3.1020324797825483,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7692307692307693
4625bd09-f0ba-4b34-9993-5e5c5437e222,North West,Kano,ungogo,Rafin Malam,12.0571951,8.5005824,40138.15234375,299.981201171875,0.0010758873540908,1.1054685064649072,3.5626703486520173,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
5f9f6a03-4dc1-45d9-b201-2b8f8f0851ff,North West,Kano,ungogo,Rafin Malam,12.0571409,8.4998165,42521.9140625,299.981201171875,0.0010758873540908,1.1054685064649072,3.5626703486520173,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
219a30b9-59a6-4e5e-af14-165e3c857cad,North West,Kano,ungogo,Rafin Malam,12.0571032,8.4997644,42557.7421875,299.981201171875,0.0010758873540908,1.141132009760986,3.5626703486520173,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
76faa913-4ff9-4530-be94-54e059ab0424,North West,Kano,ungogo,Rafin Malam,12.0578324,8.4996124,42198.30859375,299.981201171875,0.0010758873540908,1.081040028989035,3.5626703486520173,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
765a9c32-0eae-4aab-947b-4d33f31680c7,North West,Kano,ungogo,Rafin Malam,12.0579644,8.4991658,43486.7890625,299.981201171875,0.0010758873540908,1.0566115515131624,3.5626703486520173,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
b74e46a3-4cae-41b1-9a3a-0ce9d4104c72,North West,Kano,ungogo,Rafin Malam,12.0588696,8.499457,42012.98046875,299.981201171875,0.0010758873540908,1.0562317362134008,3.5626703486520173,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
88fa86a3-962f-4ed7-9c33-bc85e5832fa6,North West,Kano,ungogo,Rafin Malam,12.0586495,8.4985144,44772.71875,299.981201171875,0.0010758873540908,1.0566115515131624,3.5626703486520173,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
a4b8c255-4e3f-49fc-b8b2-17c9efd4f7dc,North West,Kano,ungogo,Rafin Malam,12.057739,8.4987738,44951.234375,299.981201171875,0.0010758873540908,1.081040028989035,3.5626703486520173,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0
b03a2069-3082-4e06-aa0b-571da19c4c47,North West,Zamfara,birnin_magaji-kiyaw,Bedi Mai Duhu,12.629103,6.8304548,23397.2109375,300.470703125,0.0010594349587336,0.206984356314738,2.4444841417343826,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0909090909090909
5a51f188-eb78-44fd-8b42-7aa7f3f0ff40,North West,Zamfara,birnin_magaji-kiyaw,Bedi Mai Duhu,12.6290204,6.8302238,23397.2109375,300.470703125,0.0010594349587336,0.206984356314738,2.4444841417343826,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0909090909090909
c4f7c6be-5827-4ac2-a704-460904e7752f,North Central,Nassarawa,nasarawa_egon,Endehu,8.8406611,8.4513143,5473.85107421875,300.2299194335937,0.0029373017605394,0.1280608349398862,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
ede28f31-197f-4e81-b98d-e569587670a4,North Central,Nassarawa,nasarawa_egon,Endehu,8.841084,8.451502,5471.4033203125,300.2299194335937,0.0029373017605394,0.1292415704951577,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
fea21844-e517-4977-aa14-72181b4ff83e,North Central,Nassarawa,nasarawa_egon,Endehu,8.8403633,8.4514906,5482.4306640625,300.2299194335937,0.0029373017605394,0.1292415704951577,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
59ea023d-c641-41ca-9280-d9e61cc12a2e,North Central,Nassarawa,nasarawa_egon,Endehu,8.8395552,8.4511974,5463.59326171875,300.2299194335937,0.0029373017605394,0.1280608349398862,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
a5ada93e-9a8a-4e0f-8f11-fbc5d77f8b9c,North Central,Nassarawa,nasarawa_egon,Endehu,8.8404235,8.4512202,5512.38427734375,300.2299194335937,0.0029373017605394,0.1280608349398862,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
d912c212-741e-4a51-be40-32a77cf5fec6,North Central,Nassarawa,nasarawa_egon,Endehu,8.8389149,8.4509246,5389.8173828125,300.2299194335937,0.0029373017605394,0.1280608349398862,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
854b7d8e-a7da-4aa3-9c87-81aba6c147a3,North Central,Nassarawa,nasarawa_egon,Endehu,8.8390046,8.4510694,5407.4931640625,300.2299194335937,0.0029373017605394,0.1280608349398862,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
b36dc4bd-da6a-4459-bb46-2f2ca9577a6d,North Central,Nassarawa,nasarawa_egon,Endehu,8.8389502,8.4507564,5493.4453125,300.2299194335937,0.0029373017605394,0.1280608349398862,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
155c0680-64f1-4b1f-8cfe-c5cac4f86507,North Central,Niger,tafa,Unguwar Gwari,9.3017109,7.2424394,20942.123046875,300.05194091796875,0.0029558534733951,0.8705070205297485,3.3106563119312047,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
76ac0552-662d-4ec3-98b5-e2cd0b7da5fa,North Central,Niger,tafa,Unguwan Gwari,9.3021767,7.2422752,21084.01171875,300.05194091796875,0.0029558534733951,0.8715962846910436,3.3106563119312047,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
4ae69467-d3ee-44b0-833b-b3219ca9afb8,North Central,Niger,tafa,Unguwan gwari,9.3019822,7.2426594,20983.080078125,300.05194091796875,0.0029558534733951,0.8705070205297485,3.3106563119312047,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
448146ae-491e-482a-8a45-bc6d8b3ba17c,North Central,Niger,tafa,Unguwan Gwari,9.3019977,7.2426545,20971.98046875,300.05194091796875,0.0029558534733951,0.8705070205297485,3.3106563119312047,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
c71d53e1-947e-40ec-b17b-4360f5fdce3a,North West,Kano,ungogo,Kududdufawa,12.0428411,8.445773,18819.318359375,300.04254150390625,0.001146855414845,0.8157793612125013,3.1020324797825483,False,False,False,False,False,False,True,False,False,False,False,False,False,0.75
013b6bdd-321d-4ae0-b1db-e3899cf7614e,North West,Kano,ungogo,Kududdufawa,12.0430565,8.445747,18912.103515625,300.04254150390625,0.001146855414845,0.8156882142761566,3.1020324797825483,False,False,False,False,False,False,True,False,False,False,False,False,False,0.75
289e5869-e87c-426f-975f-b0f1d2dac8e1,North West,Kano,ungogo,Kududdufawa,12.0423216,8.445289,17835.177734375,300.04254150390625,0.001146855414845,0.8156882142761566,3.1020324797825483,False,False,False,False,False,False,True,False,False,False,False,False,False,0.75
647b2949-e123-4bed-b3ec-b5c6102212b8,North West,Kano,ungogo,Kududdufawa,12.0423686,8.4450914,17619.974609375,300.04254150390625,0.0011670461390167,0.7868908166283943,3.1020324797825483,False,False,False,False,False,False,True,False,False,False,False,False,False,0.75
26d6386d-e1a7-4b1a-9254-ebcb82e6e7f5,North West,Kano,ungogo,Kududdufawa,12.0416882,8.4452955,17514.822265625,300.04254150390625,0.0011670461390167,0.8156882142761566,3.1020324797825483,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7692307692307693
b0d3fe24-9947-44d6-90e3-fd3b55df7aa1,North West,Zamfara,birnin_magaji-kiyaw,Shihar Hardo,12.6332557,6.8301403,24658.75390625,300.470703125,0.0010594349587336,0.1998681222855755,2.4469381964205468,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0769230769230769
b4b85481-909f-4d77-a7de-c65bfbe777d0,North West,Zamfara,birnin_magaji-kiyaw,Shihar hardo,12.6329236,6.8294555,24315.5625,300.470703125,0.0010594349587336,0.2017114937578145,2.4469381964205468,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0769230769230769
7e2ea004-8a68-40f3-8d19-3188457e1a52,North West,Zamfara,birnin_magaji-kiyaw,Tashar Babau,12.6312239,6.8295491,23398.966796875,300.470703125,0.0010594349587336,0.206984356314738,2.4444841417343826,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0833333333333333
31b27ea8-d9f6-406e-89dd-351e63c43d8c,North West,Zamfara,birnin_magaji-kiyaw,Tashar Babau,12.6305483,6.8297445,23371.43359375,300.470703125,0.0010594349587336,0.206984356314738,2.4444841417343826,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0909090909090909
8b686810-0720-4df8-a43a-4b4b06fbc8b8,North West,Zamfara,birnin_magaji-kiyaw,Tashar Babau,12.6294857,6.8296102,23450.283203125,300.470703125,0.0010594349587336,0.2017114937578145,2.4444841417343826,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0909090909090909
2cdb787a-0d23-4e5e-99b5-719d59916da9,North West,Zamfara,birnin_magaji-kiyaw,Tashar babau,12.6288796,6.8296649,23450.283203125,300.470703125,0.0010594349587336,0.206984356314738,2.4444841417343826,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0833333333333333
10ce11cc-6d04-4c20-8e8e-87068531944c,North West,Zamfara,birnin_magaji-kiyaw,Yar kuka,12.6288741,6.8300126,23397.212890625,300.470703125,0.0010594349587336,0.206984356314738,2.4444841417343826,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0909090909090909
c1161e41-055f-4c43-90bf-1241f530fdfb,North West,Zamfara,birnin_magaji-kiyaw,Tashar musawa,12.6285802,6.8288524,23472.791015625,300.470703125,0.0010594349587336,0.2122572188716616,2.4444841417343826,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0769230769230769
f12ee9bf-dd24-4978-af17-98dd2df59508,North West,Kano,gezawa,Jogana,12.0267038,8.6980512,14735.794921875,300.3836975097656,0.0011360561475157,0.7352901491845045,3.159632819144767,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
29e9e0ff-07c8-4752-bff5-23aeffde94ce,North West,Kano,gezawa,Jogana,12.0249317,8.6972135,14058.384765625,300.3836975097656,0.0011360561475157,0.7431440206908189,3.159632819144767,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
eabdc2a9-5875-4e5c-9e26-a1cd8cb906b0,North West,Kano,gezawa,Jogana,12.0250968,8.6971323,14073.5947265625,300.3836975097656,0.0011360561475157,0.7352901491845045,3.159632819144767,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
24183a51-4afb-4fd8-bfc6-95a39fcf092d,North West,Kano,gezawa,Jogana,12.0267581,8.6973107,14444.576171875,300.3836975097656,0.0011360561475157,0.7352901491845045,3.181763316251737,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
7916aa05-dc02-4a73-9d41-e0a4c30830d0,North West,Kano,gezawa,Jogana,12.0276417,8.6979594,15118.921875,300.3836975097656,0.0011360561475157,0.7444261477472607,3.159632819144767,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
14a53b1d-0185-45aa-b362-82a474717240,North West,Kano,gezawa,Jogana,12.0271304,8.6985396,15143.291015625,300.3836975097656,0.0011360561475157,0.7444261477472607,3.159632819144767,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
dcc8260d-0e2b-496a-8b67-2c8cad68996f,North Central,Kogi,okehi,Obeiba,7.5763241,6.1734483,49755.828125,300.22052001953125,0.0024369100574404,0.8039600333635679,3.239429232549394,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9230769230769232
b6d0964d-d3ec-491e-a15e-072dfb2c3ab6,North Central,Kogi,lokoja,Obeiba,7.5761643,6.1741331,49301.01953125,300.22052001953125,0.0024369100574404,0.8243236006439668,3.239429232549394,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9230769230769232
8b029789-d85e-463f-bf6f-2916c28dc05b,North Central,Kogi,okehi,Obeiba,7.576892,6.1747706,48513.515625,300.22052001953125,0.0024369100574404,0.8487599785167276,3.239429232549394,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8571428571428571
12100554-5d52-4d98-aa19-1644f4c5a54c,North Central,Kogi,okehi,Obeiba,7.5778949,6.1730509,49731.65625,300.22052001953125,0.0024369100574404,0.7980876389876437,3.239429232549394,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8461538461538461
9c58706c-0342-43a9-8bf9-c0c5cf276ed1,North Central,Kogi,okehi,Obeiba,7.5766762,6.1733487,49998.3671875,300.22052001953125,0.0024369100574404,0.8039600333635679,3.239429232549394,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9230769230769232
f3b4d040-08e5-4e2d-9a9f-f0cef6a00464,North West,Kano,ungogo,Kududdufawa,12.0415487,8.4433316,14775.4716796875,300.04254150390625,0.0011670461390167,0.7868908166283943,3.0410268476049445,False,False,False,False,False,False,True,False,False,False,False,False,False,0.7692307692307693
b21ffdc6-cdf4-4925-8f70-4b8a42787055,North West,Kano,gezawa,Jogana,12.0267811,8.6985788,15102.5400390625,300.3836975097656,0.0011360561475157,0.7444261477472607,3.159632819144767,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
a5475ef0-47b2-44be-a17d-1d773ed632da,North West,Kano,gezawa,Jogana,12.0260388,8.6979619,14427.794921875,300.3836975097656,0.0011360561475157,0.7352901491845045,3.159632819144767,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
7491da3b-75ee-4660-9d97-542e9878a8e4,North West,Kano,gezawa,Jogana,12.0255922,8.6978216,14347.939453125,300.3836975097656,0.0011360561475157,0.7352901491845045,3.159632819144767,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
9156ea45-4538-4e6d-be53-7ca41185afce,North West,Kano,gezawa,Jogana,12.0246542,8.6990759,14521.056640625,300.3836975097656,0.0011360561475157,0.7431440206908189,3.159632819144767,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
f7ea0859-9b35-48e1-b241-5713c833568e,North Central,Federal Capital Territory,abaji,Naharati  sabo,8.4636147,6.9422872,52570.984375,302.0965270996094,0.0022826117929071,0.2228754788284864,2.4788814298660893,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4166666666666667
fe32bab1-18ba-42dd-952d-e1f443f4ee5d,North Central,Federal Capital Territory,abaji,Naharati sabo,8.4628667,6.9425893,50984.5546875,302.0965270996094,0.0022826117929071,0.2013368404974469,2.4788814298660893,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
ba3df193-87da-4d6c-9f9a-ec9664d78219,North Central,Federal Capital Territory,abaji,Naharati sabo,8.4620914,6.9424336,48586.6640625,302.0965270996094,0.0022826117929071,0.2013368404974469,2.4528465008420803,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
775dac90-8d7d-42f5-9c42-fcf87ff93eb0,North Central,Federal Capital Territory,abaji,Naharati  sabo,8.4620985,6.9426061,48867.55859375,302.0965270996094,0.0022826117929071,0.2013368404974469,2.4528465008420803,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
2ba9faf1-7db4-49a7-b92e-3a5ab0538979,North Central,Federal Capital Territory,abaji,Naharati sabo,8.4618533,6.9416811,47069.44921875,302.0965270996094,0.0022826117929071,0.2013368404974469,2.4401510331234872,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
aa4d2810-3816-493c-a2bd-5e67c1641ba3,North Central,Federal Capital Territory,abaji,Naharati sabo,8.4616828,6.9414098,46157.63671875,302.0965270996094,0.0022826117929071,0.1948609287587939,2.4401510331234872,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3333333333333333
2c35c438-ecc0-4374-84aa-eb5c78a5747c,North Central,Federal Capital Territory,abaji,Naharati sabo,8.4630127,6.9405494,49205.671875,302.0965270996094,0.0022826117929071,0.2013368404974469,2.4528465008420803,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4545454545454545
cae2a80a-99d0-4d31-8d7c-1f078efb20da,North Central,Federal Capital Territory,abaji,Naharati sabo,8.4637922,6.9418178,52878.84375,302.0965270996094,0.0022826117929071,0.2351858923448574,2.4788814298660893,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4166666666666667
bfbead26-6128-440b-9e28-21c7b5523b53,North Central,Federal Capital Territory,abaji,Naharati sabo,8.4630792,6.9418468,50995.53125,302.0965270996094,0.0022826117929071,0.2079592821323056,2.4788814298660893,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4166666666666667
3f1b2fd6-ba65-4b05-a191-a7d8aa72fcee,North Central,Federal Capital Territory,abaji,Naharati sabo,8.4624995,6.9418794,48916.453125,302.0965270996094,0.0022826117929071,0.2013368404974469,2.4528465008420803,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3636363636363636
18073e16-7849-4877-b046-d9eea54a5178,North Central,Federal Capital Territory,abaji,Naharati sabo,8.4618187,6.9399268,44611.2890625,302.0965270996094,0.0022826117929071,0.1948609287587939,2.4401510331234872,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3636363636363636
dfab21ea-c92e-461c-a61f-218f18b193b5,North West,Kaduna,makarfi,Nasarawan Doya,11.2451289,7.9049282,6116.93212890625,298.63525390625,0.0015780755784362,0.2160779338449643,2.5191610862594818,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
55a8d734-1ad5-4b8e-9d1d-1e4542e856cd,North West,Kaduna,makarfi,Nasarawan Doya,11.2476709,7.9057884,6487.8896484375,298.63525390625,0.0015780755784362,0.2386263169659718,2.5191610862594818,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
5876da8c-6f1d-4622-8afd-2747723a49dc,North West,Kaduna,makarfi,Nasarawan Doya,11.2474716,7.906512,6623.8662109375,298.63525390625,0.0015780755784362,0.2295988214681156,2.501287330866802,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
5ccdc927-e44e-4c87-902a-f3a82e12b28f,North West,Kaduna,makarfi,Nasarawan Doya,11.2466313,7.9052479,6295.89697265625,298.63525390625,0.0015780755784362,0.2160779338449643,2.5191610862594818,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
9f6628c8-2bcc-4100-adeb-f4dee6e4e418,North West,Kaduna,makarfi,Nasarawan  Doya,11.246811,7.9056064,6361.43603515625,298.63525390625,0.0015780755784362,0.2295988214681156,2.5191610862594818,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
ef34f1f7-0a44-4857-83ea-91c5a3b01125,North West,Kaduna,makarfi,Nasarawan Doya,11.2480591,7.9070717,6785.1015625,298.63525390625,0.0015780755784362,0.2295988214681156,2.501287330866802,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
b94ada98-6042-46fc-8a16-17e19158051b,North West,Kaduna,makarfi,Nasarawan Doya,11.2470943,7.9052796,6353.5498046875,298.63525390625,0.0015780755784362,0.2228383776565399,2.5191610862594818,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
b1173703-b9c0-434d-a02f-6ded039107d8,North West,Kaduna,makarfi,Nasarawan Doya,11.2461541,7.9057154,6262.2255859375,298.63525390625,0.0015780755784362,0.2228383776565399,2.5191610862594818,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
4b050be7-6cac-4f72-b67c-dc32652052cf,North West,Kaduna,makarfi,Nasarawan doya,11.2476942,7.9053972,6414.3505859375,298.63525390625,0.0015780755784362,0.2386263169659718,2.5191610862594818,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2857142857142857
01137cb1-0f3c-498b-83a7-24260df07009,North West,Kaduna,makarfi,Nasarawan doya,11.2472552,7.9060277,6473.3896484375,298.63525390625,0.0015780755784362,0.2386263169659718,2.5191610862594818,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
b91fc2a3-f66f-4880-a545-3d3e66a3213a,North West,Kaduna,makarfi,Nasarawan doya,11.2468682,7.9063695,6470.1103515625,298.63525390625,0.0015780755784362,0.2228383776565399,2.501287330866802,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
2022c9a8-dc6e-41b6-ab13-f8ab41f81480,North West,Kaduna,makarfi,Nasarawan doya,11.2471557,7.9066401,6595.11083984375,298.63525390625,0.0015780755784362,0.2228383776565399,2.501287330866802,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
98da5c53-92ed-430a-98f1-f406baf45ad2,North West,Kaduna,makarfi,Nasarawan doya,11.2468978,7.9073893,6783.21875,298.63525390625,0.0015780755784362,0.2228383776565399,2.501287330866802,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
9db5cad8-dbf5-49f0-973b-b980976bafbe,North West,Kaduna,makarfi,Nasarawan doya,11.2474851,7.9079846,6971.025390625,298.63525390625,0.0015780755784362,0.2160779338449643,2.501287330866802,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
3e656203-8e3e-4ee4-84d6-34037a1b7dc1,North West,Kaduna,makarfi,Nasarawan doya,11.2480062,7.9070219,6735.07275390625,298.63525390625,0.0015780755784362,0.2295988214681156,2.501287330866802,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
c37f0f5c-047c-4268-94dc-5b1e2e4fa058,North West,Kaduna,makarfi,Nasarawan doya,11.2489725,7.9063044,6691.689453125,298.63525390625,0.0015780755784362,0.2386263169659718,2.501287330866802,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2857142857142857
b3db650c-5515-4fe4-b9ba-c816de89cc79,North West,Kaduna,makarfi,Nasarawan Doya,11.2468918,7.9050185,6279.15869140625,298.63525390625,0.0015780755784362,0.2228383776565399,2.5191610862594818,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
cd804921-29ad-48ee-aa11-7191edb8ab25,North Central,Nassarawa,nasarawa_egon,Endehu,8.8391495,8.4515575,5383.50244140625,300.2299194335937,0.0029373017605394,0.1280608349398862,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
ea345c66-85b2-4b2f-8a8d-628e225ec47b,North Central,Nassarawa,nasarawa_egon,Endehu,8.8384775,8.4513764,5387.2822265625,300.2299194335937,0.0029373017605394,0.1280608349398862,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
c9311417-f0fe-4c76-bb9b-d11ffd820d5e,North Central,Nassarawa,nasarawa_egon,Endehu,8.8381564,8.4518926,5298.1494140625,300.2299194335937,0.0029373017605394,0.1280608349398862,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
7fa35b94-5052-4116-b8bd-2b69ac2219cd,North Central,Niger,abaji,HA,9.2451876,7.0074997,19010.64453125,301.7317199707031,0.0020729517564177,0.0637362748203264,2.21258422175349,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2857142857142857
22a60afe-c5bb-462c-bd28-88d83ac375e0,North Central,Niger,abaji,HA,9.2447966,7.0070261,18984.0625,301.7317199707031,0.0020729517564177,0.0528959153537758,2.187481552580401,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2857142857142857
3200fd51-d2e1-4a8d-820a-f1deb6a53986,North Central,Niger,abaji,HA,9.2452171,7.0070534,19074.6171875,301.7317199707031,0.0020729517564177,0.0637362748203264,2.21258422175349,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2857142857142857
c9a9df76-b2ed-400d-8107-c873626b86a5,North Central,Nassarawa,nasarawa_egon,Endehu,8.8404948,8.4516287,5482.4306640625,300.2299194335937,0.0029373017605394,0.1292415704951577,2.3453437298879702,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
ce34b357-dee6-4610-b21d-c43e4212c3ae,North Central,Niger,abaji,HA,9.245284,7.0067459,19206.908203125,301.7317199707031,0.0020729517564177,0.0528959153537758,2.21258422175349,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2857142857142857
bc93627d-4715-4a7e-942a-2dc8e87c8654,North Central,Nassarawa,nasarawa_egon,Endehu,8.8371748,8.4496744,5383.439453125,300.2299194335937,0.0029620465356856,0.1152588973236286,2.2876634965100253,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3636363636363636
6f794687-af31-4b44-b3f9-fdfef203ee2f,North Central,Niger,abaji,HA,9.2469799,7.0071445,19569.46875,301.7317199707031,0.0020729517564177,0.0975175734147283,2.21258422175349,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
f2d42f00-cf0f-46c2-b337-58a70ae94fbd,North Central,Nassarawa,nasarawa_egon,Endehu,8.8369578,8.451738,5165.4033203125,300.3391418457031,0.0027281793300062,0.1268800993846147,2.303684491952262,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3076923076923077
bad6c9f4-bb31-471e-ae9d-7fe507f7e83b,North Central,Niger,abaji,HA,9.2475396,7.0070935,19680.078125,301.7317199707031,0.0020729517564177,0.0975175734147283,2.21258422175349,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
09e7f058-c5ee-4bb0-b8f0-17fea41030bf,North Central,Niger,abaji,HA,9.2478421,7.0076936,19697.14453125,301.7317199707031,0.0020729517564177,0.0975175734147283,2.2670710286246534,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3333333333333333
41c3758e-4a4f-4e9b-a953-57eca28144cd,North Central,Niger,abaji,HA,9.2466195,7.0081435,19390.193359375,301.7317199707031,0.0020729517564177,0.0975175734147283,2.21258422175349,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3076923076923077
be475dd2-87ab-4905-bbb9-62de5777a915,North Central,Niger,abaji,HA,9.2453727,7.007373,19137.94921875,301.7317199707031,0.0020729517564177,0.0797992354724756,2.21258422175349,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2857142857142857
f869e7ec-7397-4bf1-a512-6420213c8651,South South,Rivers,obio/akpor,St john bus/stop,4.820679,6.9576566,48770.54296875,299.7369384765625,0.0071536097675561,1.2764482219805946,4.776654859855601,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
5c7882fa-0def-497d-b047-34cf67c492e7,South South,Rivers,obio/akpor,St John,4.8196583,6.9567283,48322.76171875,299.7369384765625,0.0071536097675561,1.2763567555880395,4.600245790724868,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
ec41f11c-0800-4768-b2c9-8965ac3bb2cd,South South,Rivers,obio/akpor,Rumuolumeni,4.8174467,6.9552015,47315.6953125,299.7369384765625,0.0071536097675561,1.25490468639389,4.600245790724868,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0
